feature,importance,normalized_importance,cumulative_importance,selected,household,country,day
rolling_mean_lag4_window_size4,43.01149291116117,0.18549619905888204,0.18549619905888204,1,home_28,Germany,day3
rolling_std_lag4_window_size4,33.90556223961571,0.14622493888769503,0.3317211379465771,1,home_28,Germany,day3
lag1,33.207515126036085,0.1432144624413068,0.4749356003878839,1,home_28,Germany,day3
lag3,22.39375820380858,0.09657783881229166,0.5715134392001756,1,home_28,Germany,day3
lag2,19.505207696344314,0.0841203512047135,0.6556337904048891,1,home_28,Germany,day3
direct_radiation_weighted_96_std,5.215092871084903,0.022491195721185808,0.678124986126075,1,home_28,Germany,day3
lag9,5.121569254093378,0.022087855257975225,0.7002128413840502,1,home_28,Germany,day3
temperature_2m_weighted_96_std,4.010217362616186,0.017294914168678052,0.7175077555527282,1,home_28,Germany,day3
lag4,3.8572651707543626,0.0166352753533806,0.7341430309061088,1,home_28,Germany,day3
direct_radiation_Exp_weighted_96_SL.win,2.608879521379049,0.011251347076418053,0.7453943779825268,1,home_28,Germany,day3
lag7,2.376634148868584,0.010249739577262254,0.7556441175597891,1,home_28,Germany,day3
direct_radiation,2.311094409022803,0.009967085528173306,0.7656112030879624,1,home_28,Germany,day3
direct_radiation_window_4_std,2.1927562198245822,0.009456726951568665,0.775067930039531,1,home_28,Germany,day3
direct_radiation_window_2_mean,2.008597045323904,0.008662501395105065,0.783730431434636,1,home_28,Germany,day3
direct_radiation_weighted_96_mean,1.7957914821248777,0.007744732202728096,0.7914751636373641,1,home_28,Germany,day3
direct_radiation_window_8_mean,1.7485155544329019,0.007540844722887366,0.7990160083602516,1,home_28,Germany,day3
lag6,1.670053232825626,0.007202459295123976,0.8062184676553755,1,home_28,Germany,day3
lag12,1.6402990603834495,0.007074138106515942,0.8132926057618914,1,home_28,Germany,day3
direct_radiation_window_4_mean,1.623497214493068,0.0070016765773084745,0.8202942823391999,1,home_28,Germany,day3
direct_radiation_window_16_mean,1.5534209424419714,0.006699457769499516,0.8269937401086994,1,home_28,Germany,day3
direct_radiation_window_2_std,1.513613448282149,0.006527779495602877,0.8335215196043023,1,home_28,Germany,day3
cos_2880.0_2,1.5016818205077924,0.0064763218164820896,0.8399978414207844,1,home_28,Germany,day3
lag15,1.49457216534704,0.006445659918471181,0.8464435013392556,1,home_28,Germany,day3
direct_radiation_window_8_std,1.4795109455249076,0.006380705208901663,0.8528242065481573,1,home_28,Germany,day3
lag18,1.4711900651132737,0.006344819644725371,0.8591690261928826,1,home_28,Germany,day3
relative_humidity_2m_window_2_mean,1.4473605145060446,0.0062420496462030645,0.8654110758390857,1,home_28,Germany,day3
relative_humidity_2m_window_4_mean,1.2823792759363415,0.005530533011941685,0.8709416088510274,1,home_28,Germany,day3
direct_radiation_window_16_std,1.1975493209490424,0.005164685812706321,0.8761062946637338,1,home_28,Germany,day3
