feature,importance,normalized_importance,cumulative_importance,selected,household,country,day
lag1,84.73721934545858,0.4006497892603049,0.4006497892603049,1,home_3,Portugal,day1
lag2,14.735433137044094,0.06967125221500953,0.47032104147531445,1,home_3,Portugal,day1
lag3,10.449031338017495,0.0494045265573775,0.519725568032692,1,home_3,Portugal,day1
hour_sin,7.290060815654613,0.03446845851265667,0.5541940265453487,1,home_3,Portugal,day1
hour,6.6761968981944735,0.03156602141282409,0.5857600479581727,1,home_3,Portugal,day1
lag96,6.16910877412671,0.029168435657550642,0.6149284836157234,1,home_3,Portugal,day1
sin_2880.0_2,5.664351232833075,0.026781869233623225,0.6417103528493466,1,home_3,Portugal,day1
lag4,3.848536937940878,0.018196437469353302,0.6599067903186999,1,home_3,Portugal,day1
cos_2880.0_2,3.7106143584735607,0.01754431962993567,0.6774511099486356,1,home_3,Portugal,day1
WorkingHour_flag,3.4732530286773113,0.01642204104331233,0.6938731509919479,1,home_3,Portugal,day1
direct_radiation_window_8_mean,3.4396600637361416,0.01626320866211938,0.7101363596540673,1,home_3,Portugal,day1
direct_radiation_window_16_mean,3.396434324914253,0.016058831137303435,0.7261951907913707,1,home_3,Portugal,day1
direct_radiation_window_16_std,3.291414677950763,0.015562283106236037,0.7417574738976068,1,home_3,Portugal,day1
hour_cos,2.914423218934485,0.013779813138794254,0.7555372870364011,1,home_3,Portugal,day1
lag95,2.9055260679330672,0.013737746126196134,0.7692750331625973,1,home_3,Portugal,day1
rolling_mean_lag4_window_size4,2.610145309850202,0.012341143318225995,0.7816161764808233,1,home_3,Portugal,day1
lag7,2.2121801292472356,0.010459506571432475,0.7920756830522557,1,home_3,Portugal,day1
direct_radiation_window_8_std,2.010383566308235,0.009505383329727382,0.8015810663819831,1,home_3,Portugal,day1
lag10,1.7410428086834941,0.008231901397996438,0.8098129677799796,1,home_3,Portugal,day1
lag92,1.7255427060382886,0.008158614678107776,0.8179715824580873,1,home_3,Portugal,day1
lag89,1.7001408290874565,0.008038510941806538,0.8260100933998938,1,home_3,Portugal,day1
direct_radiation_window_4_mean,1.538939429738025,0.007276327485980437,0.8332864208858742,1,home_3,Portugal,day1
lag94,1.527850609696361,0.007223897946196676,0.840510318832071,1,home_3,Portugal,day1
lag46,1.4426202642811745,0.006820916585786864,0.8473312354178578,1,home_3,Portugal,day1
wind_speed_10m_window_8_std,1.3822204296950873,0.006535337460283378,0.8538665728781412,1,home_3,Portugal,day1
direct_radiation_window_4_std,1.3303426202079436,0.0062900516980308515,0.860156624576172,1,home_3,Portugal,day1
sin_96.0_1,1.1349101624577884,0.005366018863143881,0.865522643439316,1,home_3,Portugal,day1
direct_radiation_window_2_mean,1.1264036609389905,0.0053257988976178165,0.8708484423369338,1,home_3,Portugal,day1
direct_radiation_window_2_std,1.0519003614869233,0.00497353655699302,0.8758219788939269,1,home_3,Portugal,day1
lag9,0.9743428821050429,0.004606833613352278,0.8804288125072791,1,home_3,Portugal,day1
