feature,importance,normalized_importance,cumulative_importance,selected,household,country,day
lag1,193.03998210580252,0.49207078405517984,0.49207078405517984,1,home_15,Ireland,day4
lag2,46.08836242497141,0.11748206970846625,0.6095528537636461,1,home_15,Ireland,day4
sin_2880.0_2,13.460400827090098,0.034311389363126776,0.6438642431267729,1,home_15,Ireland,day4
lag3,13.080982573211895,0.03334422890427236,0.6772084720310453,1,home_15,Ireland,day4
hour_cos,12.479875653382987,0.03181197040468813,0.7090204424357334,1,home_15,Ireland,day4
lag5,10.675618155626898,0.027212807102488523,0.7362332495382219,1,home_15,Ireland,day4
rolling_mean_lag4_window_size4,10.407160331781188,0.026528491602536276,0.7627617411407581,1,home_15,Ireland,day4
lag6,7.341793108987531,0.018714682067937357,0.7814764232086955,1,home_15,Ireland,day4
lag7,7.000654626633969,0.01784509910045082,0.7993215223091463,1,home_15,Ireland,day4
hour,6.9449966438881345,0.01770322348012642,0.8170247457892728,1,home_15,Ireland,day4
lag4,6.8749326616366035,0.017524626081264025,0.8345493718705368,1,home_15,Ireland,day4
lag93,4.375534954930527,0.011153507643579457,0.8457028795141163,1,home_15,Ireland,day4
lag96,4.3467956522026725,0.011080249393800179,0.8567831289079164,1,home_15,Ireland,day4
lag95,4.194910149817815,0.010693083909065683,0.8674762128169821,1,home_15,Ireland,day4
lag12,2.919643613413837,0.007442351094017537,0.8749185639109996,1,home_15,Ireland,day4
lag11,2.3246854151624574,0.0059257660638078104,0.8808443299748074,1,home_15,Ireland,day4
lag73,2.2721937444948708,0.00579196156766147,0.8866362915424689,1,home_15,Ireland,day4
direct_radiation_weighted_96_mean,1.7731935104266086,0.004519979288430273,0.8911562708308992,1,home_15,Ireland,day4
lag94,1.7360542163660284,0.004425308944244118,0.8955815797751433,1,home_15,Ireland,day4
lag8,1.6944338693279406,0.004319216120486728,0.89990079589563,1,home_15,Ireland,day4
lag68,1.6504384594178192,0.004207069115430351,0.9041078650110603,1,home_15,Ireland,day4
lag82,1.5345279322981695,0.0039116060546808195,0.9080194710657411,0,home_15,Ireland,day4
lag92,1.4655832174778425,0.003735861737322227,0.9117553328030633,0,home_15,Ireland,day4
lag9,1.3840734840626738,0.003528088414965889,0.9152834212180292,0,home_15,Ireland,day4
lag89,1.383492343005173,0.0035266070506770426,0.9188100282687063,0,home_15,Ireland,day4
cos_2880.0_2,1.1787168850536545,0.0030046218170986694,0.921814650085805,0,home_15,Ireland,day4
wind_speed_10m,1.1336239030515116,0.002889677033292074,0.9247043271190971,0,home_15,Ireland,day4
lag27,1.0540531737082346,0.0026868463515407216,0.9273911734706378,0,home_15,Ireland,day4
WorkingHour_flag,0.9849218246562031,0.002510626292049725,0.9299017997626875,0,home_15,Ireland,day4
cos_2880.0_1,0.9618737768957999,0.002451875401127103,0.9323536751638146,0,home_15,Ireland,day4
lag10,0.954177024315095,0.002432255905539964,0.9347859310693546,0,home_15,Ireland,day4
wind_speed_10m_window_8_mean,0.9038830679230159,0.0023040535182152324,0.9370899845875699,0,home_15,Ireland,day4
wind_speed_10m_window_2_mean,0.8740922806231538,0.0022281149696080855,0.9393180995571779,0,home_15,Ireland,day4
lag26,0.8551856258597127,0.0021799207440812308,0.9414980203012592,0,home_15,Ireland,day4
lag74,0.780410343936137,0.0019893139526657904,0.943487334253925,0,home_15,Ireland,day4
lag67,0.7350305363167081,0.001873638032724362,0.9453609722866493,0,home_15,Ireland,day4
precipitation_weighted_96_mean,0.7108730710219333,0.0018120591682906177,0.9471730314549399,0,home_15,Ireland,day4
direct_radiation_weighted_96_std,0.6877536353411869,0.0017531263051695316,0.9489261577601095,0,home_15,Ireland,day4
lag51,0.6869765215043117,0.0017511453942160601,0.9506773031543255,0,home_15,Ireland,day4
lag20,0.6777295160064114,0.0017275742086208374,0.9524048773629463,0,home_15,Ireland,day4
direct_radiation,0.667329925972399,0.0017010650141727974,0.9541059423771191,0,home_15,Ireland,day4
lag61,0.6447964732823493,0.0016436258577259954,0.9557495682348451,0,home_15,Ireland,day4
temperature_2m_window_8_std,0.6399236206565092,0.0016312046567601337,0.9573807728916053,0,home_15,Ireland,day4
precipitation,0.6168235085122433,0.0015723210505217044,0.958953093942127,0,home_15,Ireland,day4
lag41,0.6167431928972291,0.0015721163210805763,0.9605252102632076,0,home_15,Ireland,day4
lag79,0.5220926015410896,0.0013308461438259235,0.9618560564070335,0,home_15,Ireland,day4
lag39,0.5202296138961628,0.0013260972737673788,0.963182153680801,0,home_15,Ireland,day4
relative_humidity_2m_weighted_96_mean,0.5181327814680117,0.0013207523189777168,0.9645029059997787,0,home_15,Ireland,day4
lag49,0.4970804577247236,0.0012670886512880593,0.9657699946510668,0,home_15,Ireland,day4
cos_672.0_1,0.49666709591247127,0.0012660349666117833,0.9670360296176786,0,home_15,Ireland,day4
lag69,0.48997404919805376,0.0012489739789938075,0.9682850035966725,0,home_15,Ireland,day4
lag57,0.48284701066504565,0.0012308067195448988,0.9695158103162174,0,home_15,Ireland,day4
precipitation_weighted_96_std,0.4684565194717834,0.001194124472648882,0.9707099347888662,0,home_15,Ireland,day4
lag72,0.4626641361922793,0.0011793593315066108,0.9718892941203728,0,home_15,Ireland,day4
sin_672.0_2,0.46178581271651636,0.0011771204309604232,0.9730664145513332,0,home_15,Ireland,day4
lag91,0.4434550930356636,0.001130394299372257,0.9741968088507055,0,home_15,Ireland,day4
temperature_2m_expanding_std,0.4411085010759052,0.0011244126921792818,0.9753212215428848,0,home_15,Ireland,day4
day_of_week_cos,0.42822895695016994,0.0010915819422637008,0.9764128034851485,0,home_15,Ireland,day4
lag52,0.42505783785832135,0.0010834985647123962,0.9774963020498608,0,home_15,Ireland,day4
hour_sin,0.42458285387810973,0.00108228780134096,0.9785785898512018,0,home_15,Ireland,day4
lag90,0.39925107874123567,0.0010177155489135888,0.9795963054001154,0,home_15,Ireland,day4
