feature,importance,normalized_importance,cumulative_importance,selected,household,country,day
lag1,21.195116662329447,0.5332692240470621,0.5332692240470621,1,home_22,Portugal,day4
lag2,2.905141248259787,0.07309336598085717,0.6063625900279193,1,home_22,Portugal,day4
lag5,1.7289384472702523,0.04350009857882088,0.6498626886067401,1,home_22,Portugal,day4
rolling_mean_lag4_window_size4,1.3953847330496956,0.035107885731200605,0.6849705743379407,1,home_22,Portugal,day4
lag6,1.0078739372216432,0.025358112484216575,0.7103286868221573,1,home_22,Portugal,day4
lag4,0.831333321703579,0.02091634985794934,0.7312450366801067,1,home_22,Portugal,day4
direct_radiation_Exp_weighted_96_SL.win,0.6289347175073431,0.015824000128175652,0.7470690368082823,1,home_22,Portugal,day4
direct_radiation_window_16_std,0.58100544869273,0.014618099523941719,0.761687136332224,1,home_22,Portugal,day4
lag8,0.4936855074739725,0.012421129436944135,0.7741082657691681,1,home_22,Portugal,day4
hour,0.48257038478921854,0.01214147290361533,0.7862497386727835,1,home_22,Portugal,day4
direct_radiation_window_16_mean,0.43155965656512196,0.010858042767725251,0.7971077814405088,1,home_22,Portugal,day4
lag9,0.3347339311822992,0.00842190711132368,0.8055296885518325,1,home_22,Portugal,day4
cos_2880.0_2,0.29703843454548745,0.007473488257970129,0.8130031768098026,1,home_22,Portugal,day4
lag63,0.273807379528472,0.006888994816387115,0.8198921716261898,1,home_22,Portugal,day4
direct_radiation_window_8_std,0.22339882543706152,0.005620715384198963,0.8255128870103887,1,home_22,Portugal,day4
rolling_std_lag4_window_size4,0.19756404601927785,0.004970712225781133,0.8304835992361699,1,home_22,Portugal,day4
direct_radiation_window_8_mean,0.1915104363442083,0.004818403380987385,0.8353020026171573,1,home_22,Portugal,day4
wind_speed_10m_Exp_weighted_96_SL.win,0.1805454566148285,0.004542524445045001,0.8398445270622023,1,home_22,Portugal,day4
relative_humidity_2m_window_8_std,0.17473304529553388,0.0043962841518933446,0.8442408112140956,1,home_22,Portugal,day4
wind_speed_10m_window_2_mean,0.16494236399696263,0.004149950569391264,0.8483907617834868,1,home_22,Portugal,day4
lag38,0.16416333339226696,0.0041303501561124195,0.8525211119395992,1,home_22,Portugal,day4
precipitation,0.16396157211536605,0.004125273841540067,0.8566463857811393,1,home_22,Portugal,day4
direct_radiation_window_2_std,0.1610221734353246,0.004051318558432019,0.8606977043395713,1,home_22,Portugal,day4
lag28,0.15579245430054414,0.003919738803084641,0.8646174431426559,1,home_22,Portugal,day4
lag60,0.15463349400419305,0.003890579357171567,0.8685080224998274,1,home_22,Portugal,day4
lag72,0.15373696151458205,0.003868022595975835,0.8723760450958032,1,home_22,Portugal,day4
wind_speed_10m_window_16_mean,0.15082705320045875,0.0037948092905978744,0.8761708543864011,1,home_22,Portugal,day4
lag67,0.14663669701022855,0.0036893799112910626,0.8798602342976921,1,home_22,Portugal,day4
lag65,0.14370088112056578,0.0036155147712039577,0.883475749068896,1,home_22,Portugal,day4
wind_speed_10m_window_8_mean,0.14269721188784673,0.003590262449102647,0.8870660115179987,1,home_22,Portugal,day4
sin_2880.0_1,0.1363425370366599,0.0034303788032161073,0.8904963903212147,1,home_22,Portugal,day4
lag20,0.13632625463193335,0.003429969137844952,0.8939263594590597,1,home_22,Portugal,day4
direct_radiation,0.12993399032085334,0.003269139740989973,0.8971954992000497,1,home_22,Portugal,day4
lag43,0.12707392545322876,0.0031971804969348,0.9003926796969846,1,home_22,Portugal,day4
day_of_week,0.12439320560452813,0.003129733574307339,0.9035224132712919,0,home_22,Portugal,day4
