feature,importance,normalized_importance,cumulative_importance,selected,household,country,day
lag1,87.13322860839448,0.6444170784617597,0.6444170784617597,1,home_6,Ireland,day5
lag2,7.747581953948543,0.057299312875749145,0.7017163913375088,1,home_6,Ireland,day5
sin_2880.0_2,4.215197420051254,0.03117461902825992,0.7328910103657688,1,home_6,Ireland,day5
hour,4.169114320325844,0.030833799148567664,0.7637248095143364,1,home_6,Ireland,day5
lag5,1.9127387237471793,0.01414617040942613,0.7778709799237625,1,home_6,Ireland,day5
lag3,1.8776887063176446,0.013886948638435785,0.7917579285621983,1,home_6,Ireland,day5
lag4,1.1614787010526242,0.00859002613792487,0.8003479547001232,1,home_6,Ireland,day5
lag93,1.0891578596360318,0.008055158027539177,0.8084031127276624,1,home_6,Ireland,day5
hour_sin,1.0310662698980537,0.007625526150699249,0.8160286388783616,1,home_6,Ireland,day5
lag95,0.8649475213283268,0.00639695055054395,0.8224255894289055,1,home_6,Ireland,day5
direct_radiation_window_8_mean,0.8211377804284211,0.006072943903599113,0.8284985333325047,1,home_6,Ireland,day5
direct_radiation_window_4_std,0.7866717503919289,0.005818041167444197,0.8343165744999489,1,home_6,Ireland,day5
lag92,0.7388449681929388,0.00546432541802078,0.8397808999179697,1,home_6,Ireland,day5
direct_radiation_Exp_weighted_96_SL.win,0.6988674641431999,0.005168661102863704,0.8449495610208334,1,home_6,Ireland,day5
cos_2880.0_2,0.6861223059488225,0.0050744008793034544,0.8500239619001368,1,home_6,Ireland,day5
sin_96.0_1,0.5754398915626439,0.004255819503920292,0.8542797814040571,1,home_6,Ireland,day5
direct_radiation_window_16_mean,0.5584066375882116,0.004129845522028345,0.8584096269260855,1,home_6,Ireland,day5
lag45,0.5561855298632509,0.004113418726259065,0.8625230456523445,1,home_6,Ireland,day5
lag68,0.4976832149197435,0.00368074922139565,0.8662037948737401,1,home_6,Ireland,day5
direct_radiation_weighted_96_mean,0.49254110192355255,0.003642719350506574,0.8698465142242466,1,home_6,Ireland,day5
lag46,0.45405237344577926,0.003358065672966097,0.8732045798972128,1,home_6,Ireland,day5
relative_humidity_2m_window_16_std,0.44563231486800986,0.0032957928795000198,0.8765003727767128,1,home_6,Ireland,day5
lag96,0.42607418118051327,0.0031511454749179424,0.8796515182516307,1,home_6,Ireland,day5
precipitation_window_8_mean,0.415045332488387,0.0030695786769639856,0.8827210969285947,1,home_6,Ireland,day5
lag67,0.41346528867655935,0.00305789304068812,0.8857789899692828,1,home_6,Ireland,day5
hour_cos,0.4079893639314605,0.003017394375799062,0.8887963843450819,1,home_6,Ireland,day5
lag91,0.40497927711804776,0.002995132474327081,0.8917915168194089,1,home_6,Ireland,day5
temperature_2m,0.3566423855800053,0.002637644074960374,0.8944291608943693,1,home_6,Ireland,day5
lag36,0.35407145573716436,0.002618630076228619,0.897047790970598,1,home_6,Ireland,day5
rolling_std_lag4_window_size4,0.3513880396078434,0.002598784155103328,0.8996465751257012,1,home_6,Ireland,day5
cos_2880.0_1,0.35046584143628934,0.0025919637920688472,0.9022385389177701,1,home_6,Ireland,day5
lag29,0.33886351529615694,0.002506155688386754,0.9047446946061568,0,home_6,Ireland,day5
precipitation_window_4_mean,0.33370722381934004,0.0024680209567550203,0.9072127155629118,0,home_6,Ireland,day5
lag74,0.33163218893487284,0.0024526744817154654,0.9096653900446273,0,home_6,Ireland,day5
lag94,0.32856194151007684,0.002429967646364122,0.9120953576909915,0,home_6,Ireland,day5
temperature_2m_window_2_mean,0.3271595334716039,0.002419595762923125,0.9145149534539146,0,home_6,Ireland,day5
relative_humidity_2m_window_8_mean,0.3229964240227332,0.0023888063744062007,0.9169037598283208,0,home_6,Ireland,day5
precipitation_window_16_mean,0.3091599498094979,0.0022864750315751197,0.9191902348598959,0,home_6,Ireland,day5
lag38,0.30065335618729705,0.002223562245061526,0.9214137971049574,0,home_6,Ireland,day5
lag64,0.2850947474930763,0.0021084943964372006,0.9235222915013946,0,home_6,Ireland,day5
sin_4.0_2,0.2734621058828452,0.0020224620865942062,0.9255447535879888,0,home_6,Ireland,day5
lag75,0.27146724427633445,0.002007708554458025,0.9275524621424468,0,home_6,Ireland,day5
