feature,importance,normalized_importance,cumulative_importance,selected,household,country,day
lag1,47.11998008374953,0.5466276420597972,0.5466276420597972,1,home_22,Portugal,day2
lag2,7.299581797364709,0.08468070612135485,0.631308348181152,1,home_22,Portugal,day2
lag3,6.009154378086848,0.06971076563760589,0.7010191138187579,1,home_22,Portugal,day2
lag5,4.191380525697346,0.04862320505367623,0.7496423188724342,1,home_22,Portugal,day2
lag4,3.843739451356228,0.044590303927392515,0.7942326227998266,1,home_22,Portugal,day2
rolling_mean_lag4_window_size4,3.298370136100118,0.038263604673268135,0.8324962274730948,1,home_22,Portugal,day2
hour,2.0076450883311225,0.02329021147243336,0.8557864389455282,1,home_22,Portugal,day2
cos_2880.0_1,0.5730803897797017,0.006648168815419846,0.862434607760948,1,home_22,Portugal,day2
lag79,0.5489346154709182,0.006368059450928194,0.8688026672118763,1,home_22,Portugal,day2
direct_radiation,0.5229200306359161,0.006066270461581274,0.8748689376734575,1,home_22,Portugal,day2
direct_radiation_Exp_weighted_96_SL.win,0.47546287768898027,0.0055157313576141825,0.8803846690310717,1,home_22,Portugal,day2
lag6,0.4113577765347486,0.004772063380130733,0.8851567324112024,1,home_22,Portugal,day2
lag10,0.3844105149068383,0.00445945462992642,0.8896161870411289,1,home_22,Portugal,day2
hour_cos,0.38069545709476244,0.00441635713098178,0.8940325441721106,1,home_22,Portugal,day2
cos_2880.0_2,0.3620438047645905,0.004199983764192579,0.8982325279363033,1,home_22,Portugal,day2
rolling_std_lag4_window_size4,0.3495624320986138,0.004055190339026735,0.9022877182753299,1,home_22,Portugal,day2
lag9,0.34470765665228387,0.003998871247842052,0.906286589523172,0,home_22,Portugal,day2
lag74,0.33518693869483795,0.003888423671282276,0.9101750131944543,0,home_22,Portugal,day2
lag73,0.30768403908174663,0.0035693690974350303,0.9137443822918893,0,home_22,Portugal,day2
lag47,0.28691787843764016,0.0033284658243999538,0.9170728481162892,0,home_22,Portugal,day2
direct_radiation_window_2_mean,0.2692315946932638,0.00312329146815435,0.9201961395844436,0,home_22,Portugal,day2
lag26,0.2565328177534184,0.002975975987898768,0.9231721155723424,0,home_22,Portugal,day2
lag94,0.23612888736583953,0.0027392748616102834,0.9259113904339527,0,home_22,Portugal,day2
lag43,0.23229456514635557,0.0026947938047420772,0.9286061842386947,0,home_22,Portugal,day2
lag93,0.2268229601219133,0.0026313190208504577,0.9312375032595451,0,home_22,Portugal,day2
sin_2880.0_2,0.2236667604069396,0.0025947047012985515,0.9338322079608437,0,home_22,Portugal,day2
