feature,importance,normalized_importance,cumulative_importance,selected,household,country,day
lag1,115.84912604538165,0.5008095181750439,0.5008095181750439,1,home_18,Ireland,day2
lag2,35.581009587173455,0.15381478372615076,0.6546243019011947,1,home_18,Ireland,day2
lag3,18.72266980900547,0.08093709090498803,0.7355613928061827,1,home_18,Ireland,day2
lag4,6.48336507393085,0.028027237232297244,0.76358863003848,1,home_18,Ireland,day2
rolling_std_lag4_window_size4,3.3920308114039246,0.014663566090508494,0.7782521961289884,1,home_18,Ireland,day2
cos_2880.0_2,2.8899515118465615,0.012493104381557082,0.7907453005105455,1,home_18,Ireland,day2
sin_2880.0_2,2.697583706496971,0.011661508743349334,0.8024068092538948,1,home_18,Ireland,day2
hour,2.5680455248796306,0.011101522176893593,0.8135083314307885,1,home_18,Ireland,day2
lag6,2.0639331788996516,0.008922271718004277,0.8224306031487928,1,home_18,Ireland,day2
lag11,2.028059879684565,0.008767193381994914,0.8311977965307877,1,home_18,Ireland,day2
lag5,2.0069671667845794,0.008676010722746295,0.839873807253534,1,home_18,Ireland,day2
lag12,1.8751729077291657,0.008106271255312393,0.8479800785088464,1,home_18,Ireland,day2
rolling_mean_lag4_window_size4,1.7259227195185531,0.007461070748439245,0.8554411492572856,1,home_18,Ireland,day2
lag10,1.6205622840450586,0.007005603273410355,0.862446752530696,1,home_18,Ireland,day2
lag9,1.5834303938396261,0.00684508411649046,0.8692918366471865,1,home_18,Ireland,day2
lag13,1.408605209966072,0.0060893242839451505,0.8753811609311316,1,home_18,Ireland,day2
lag24,1.2902386301920843,0.005577631949197479,0.8809587928803291,1,home_18,Ireland,day2
lag8,1.2084014303467256,0.005223854151967538,0.8861826470322967,1,home_18,Ireland,day2
lag14,1.1738508316268963,0.005074493778797707,0.8912571408110944,1,home_18,Ireland,day2
cos_2880.0_1,1.1613039241769911,0.005020254175193685,0.8962773949862881,1,home_18,Ireland,day2
lag19,1.1324705617632163,0.004895609105949464,0.9011730040922376,1,home_18,Ireland,day2
lag17,1.04267582320731,0.004507431298434357,0.9056804353906719,0,home_18,Ireland,day2
lag18,1.0350548122486543,0.00447448607945432,0.9101549214701262,0,home_18,Ireland,day2
lag16,0.9615260629547265,0.004156625265454908,0.9143115467355811,0,home_18,Ireland,day2
lag20,0.955335437473741,0.0041298635256803665,0.9184414102612615,0,home_18,Ireland,day2
relative_humidity_2m_window_16_mean,0.950979112872733,0.004111031369591504,0.9225524416308529,0,home_18,Ireland,day2
hour_cos,0.9096121477015686,0.003932204212210798,0.9264846458430637,0,home_18,Ireland,day2
temperature_2m_window_16_std,0.7439660118022402,0.0032161249085585326,0.9297007707516222,0,home_18,Ireland,day2
relative_humidity_2m_window_4_mean,0.7415374592399075,0.0032056264069286787,0.9329063971585508,0,home_18,Ireland,day2
relative_humidity_2m_window_8_mean,0.727384312637696,0.0031444431181765673,0.9360508402767274,0,home_18,Ireland,day2
lag25,0.6117338989021391,0.002644492622590091,0.9386953328993175,0,home_18,Ireland,day2
lag39,0.6107883217379821,0.002640404943553192,0.9413357378428707,0,home_18,Ireland,day2
sin_4.0_2,0.6001974216740337,0.0025946210542902868,0.943930358897161,0,home_18,Ireland,day2
lag87,0.5621859862594192,0.0024302996709103407,0.9463606585680714,0,home_18,Ireland,day2
relative_humidity_2m_window_2_mean,0.5193573012672232,0.0022451535776492645,0.9486058121457207,0,home_18,Ireland,day2
relative_humidity_2m_weighted_96_std,0.5166608350722299,0.0022334968998478206,0.9508393090455686,0,home_18,Ireland,day2
lag35,0.47652413957587214,0.0020599881318594,0.9528992971774279,0,home_18,Ireland,day2
lag37,0.4551035732909895,0.001967388180125916,0.9548666853575538,0,home_18,Ireland,day2
lag36,0.45017613165848613,0.0019460871159397,0.9568127724734935,0,home_18,Ireland,day2
lag42,0.43371510799690893,0.0018749269992428068,0.9586876994727364,0,home_18,Ireland,day2
lag38,0.4290286361701419,0.001854667634518858,0.9605423671072552,0,home_18,Ireland,day2
lag80,0.419650533654999,0.0018141266035907086,0.9623564937108459,0,home_18,Ireland,day2
lag21,0.4047723031656233,0.0017498088163355621,0.9641063025271814,0,home_18,Ireland,day2
direct_radiation_window_16_std,0.39726828362277045,0.0017173693449306583,0.965823671872112,0,home_18,Ireland,day2
lag44,0.3920940276475221,0.001695001315664185,0.9675186731877762,0,home_18,Ireland,day2
sin_2880.0_1,0.3475710837345332,0.0015025310325472985,0.9690212042203235,0,home_18,Ireland,day2
lag45,0.34098447461719844,0.001474057476888643,0.9704952616972121,0,home_18,Ireland,day2
lag41,0.3405922577399224,0.0014723619445006664,0.9719676236417127,0,home_18,Ireland,day2
temperature_2m_window_4_std,0.2829441748705676,0.0012231523941911798,0.9731907760359039,0,home_18,Ireland,day2
lag26,0.28247171839016116,0.0012211099903303311,0.9744118860262342,0,home_18,Ireland,day2
lag58,0.27925004768792405,0.0012071828817954427,0.9756190689080296,0,home_18,Ireland,day2
cos_672.0_1,0.27876836337113675,0.0012051005864960526,0.9768241694945257,0,home_18,Ireland,day2
lag81,0.2700319174470224,0.0011673334023732816,0.977991502896899,0,home_18,Ireland,day2
lag78,0.2508299274900082,0.001084324236342912,0.9790758271332418,0,home_18,Ireland,day2
lag77,0.2479225174898602,0.0010717556598588646,0.9801475827931007,0,home_18,Ireland,day2
lag23,0.24262031569426198,0.0010488345277177365,0.9811964173208184,0,home_18,Ireland,day2
lag53,0.22833685030802825,0.0009870878778971116,0.9821835051987156,0,home_18,Ireland,day2
day_of_week,0.22558464122889746,0.0009751902266166302,0.9831586954253322,0,home_18,Ireland,day2
lag75,0.2050614137625871,0.0008864694221560646,0.9840451648474883,0,home_18,Ireland,day2
WorkingHour_flag,0.20438803473780354,0.0008835584409819906,0.9849287232884703,0,home_18,Ireland,day2
lag83,0.19909823251859962,0.0008606909115402663,0.9857894142000105,0,home_18,Ireland,day2
lag79,0.19529966635000165,0.0008442699150460299,0.9866336841150566,0,home_18,Ireland,day2
lag59,0.19262521336258942,0.000832708399152651,0.9874663925142092,0,home_18,Ireland,day2
lag50,0.1872906031062712,0.0008096471669852903,0.9882760396811945,0,home_18,Ireland,day2
lag88,0.1810432374550146,0.0007826401425175916,0.9890586798237121,0,home_18,Ireland,day2
lag33,0.18058543932932025,0.0007806611059328821,0.989839340929645,0,home_18,Ireland,day2
lag84,0.17070816101424952,0.0007379621649679444,0.9905773030946129,0,home_18,Ireland,day2
lag22,0.16441136733433268,0.0007107414658005507,0.9912880445604134,0,home_18,Ireland,day2
direct_radiation_window_16_mean,0.16247019135321353,0.0007023498668219237,0.9919903944272354,0,home_18,Ireland,day2
lag85,0.15482341699050722,0.0006692932740369245,0.9926596877012723,0,home_18,Ireland,day2
temperature_2m_window_4_mean,0.11903293942311848,0.0005145729715397161,0.993174260672812,0,home_18,Ireland,day2
lag82,0.10915733215019827,0.00047188125439978954,0.9936461419272118,0,home_18,Ireland,day2
temperature_2m_window_8_std,0.10823687737824912,0.0004679021781082585,0.99411404410532,0,home_18,Ireland,day2
precipitation_window_4_std,0.10735628913532765,0.00046409544266965574,0.9945781395479897,0,home_18,Ireland,day2
precipitation_window_16_mean,0.10667416128662807,0.00046114664080206815,0.9950392861887918,0,home_18,Ireland,day2
sin_672.0_2,0.10478316703959081,0.0004529719747509878,0.9954922581635428,0,home_18,Ireland,day2
day_of_week_sin,0.09655792045562066,0.00041741467778031084,0.9959096728413231,0,home_18,Ireland,day2
direct_radiation_weighted_96_std,0.08812853339650246,0.00038097489255539484,0.9962906477338785,0,home_18,Ireland,day2
temperature_2m_weighted_96_std,0.07876541821385671,0.0003404986510565908,0.9966311463849351,0,home_18,Ireland,day2
lag7,0.07633623341700968,0.0003299974163110603,0.9969611438012461,0,home_18,Ireland,day2
precipitation_window_2_mean,0.07247753588235355,0.00031331647516734065,0.9972744602764134,0,home_18,Ireland,day2
relative_humidity_2m_window_8_std,0.07226811147374974,0.00031241114475400735,0.9975868714211674,0,home_18,Ireland,day2
direct_radiation_window_8_mean,0.06787170703460106,0.000293405725688436,0.9978802771468559,0,home_18,Ireland,day2
wind_speed_10m_window_16_std,0.06700104565004494,0.0002896419035226792,0.9981699190503786,0,home_18,Ireland,day2
wind_speed_10m_weighted_96_std,0.05889370679915373,0.0002545943153172565,0.9984245133656958,0,home_18,Ireland,day2
lag86,0.05194894318340175,0.0002245724770956899,0.9986490858427916,0,home_18,Ireland,day2
lag76,0.04917881929247869,0.00021259738105090055,0.9988616832238425,0,home_18,Ireland,day2
lag46,0.04260040837623365,0.00018415926577300398,0.9990458424896155,0,home_18,Ireland,day2
wind_speed_10m_window_2_std,0.04140472845883778,0.00017899040603479562,0.9992248328956502,0,home_18,Ireland,day2
lag47,0.03616425198820252,0.00015633610914145168,0.9993811690047917,0,home_18,Ireland,day2
lag54,0.03032239611627574,0.0001310820815597362,0.9995122510863514,0,home_18,Ireland,day2
precipitation_window_4_mean,0.025665816661739883,0.0001109519399473051,0.9996232030262987,0,home_18,Ireland,day2
direct_radiation_window_2_mean,0.025611393502640568,0.00011071667156836701,0.9997339196978671,0,home_18,Ireland,day2
rolling_mean_lag96_window_size96,0.020073432451567896,8.677636489248054e-05,0.9998206960627596,0,home_18,Ireland,day2
lag52,0.019680958223989364,8.507971999303839e-05,0.9999057757827526,0,home_18,Ireland,day2
lag43,0.016181662777103156,6.995245467365473e-05,0.9999757282374263,0,home_18,Ireland,day2
precipitation_expanding_mean,0.003481267533243226,1.5049331621880345e-05,0.9999907775690482,0,home_18,Ireland,day2
precipitation_window_16_std,0.002133367132614694,9.222430951759713e-06,1.0,0,home_18,Ireland,day2
direct_radiation_expanding_std,0.0,0.0,1.0,0,home_18,Ireland,day2
direct_radiation_expanding_mean,0.0,0.0,1.0,0,home_18,Ireland,day2
temperature_2m_expanding_mean,0.0,0.0,1.0,0,home_18,Ireland,day2
temperature_2m_expanding_std,0.0,0.0,1.0,0,home_18,Ireland,day2
expanding_mean_lag1,0.0,0.0,1.0,0,home_18,Ireland,day2
expanding_std_lag1,0.0,0.0,1.0,0,home_18,Ireland,day2
Holidays_flag,0.0,0.0,1.0,0,home_18,Ireland,day2
wind_speed_10m_expanding_mean,0.0,0.0,1.0,0,home_18,Ireland,day2
lag27,0.0,0.0,1.0,0,home_18,Ireland,day2
