iter	RMSE
423	220.2060346
424	220.191328
425	220.1208002
426	220.0447453
427	219.9628052
428	219.8229026
429	219.7381899
430	219.6628583
431	219.4864955
432	219.3316575
433	219.0947284
434	218.831906
435	218.6322441
436	218.4331182
437	218.4270584
438	218.4012558
439	218.3258979
440	218.1543885
441	218.148241
442	218.1473881
443	218.1232494
444	218.116328
445	217.9048669
446	217.7795628
447	217.7744815
448	217.6391295
449	217.615923
450	217.6151125
451	217.2538168
452	216.866783
453	216.7085171
454	216.6096675
455	216.4619486
456	216.427432
457	216.3081351
458	216.2868376
459	215.9910456
460	215.9900317
461	215.9289917
462	215.8406676
463	215.7691039
464	215.7683225
465	215.4536767
466	215.4488554
467	215.3598755
468	215.293508
469	215.2260665
470	215.0504087
471	215.046074
472	214.9708111
473	214.9668624
474	214.9581805
475	214.9566208
476	214.8751215
477	214.7540327
478	214.7371929
479	214.6743974
480	214.6393405
481	214.5186246
482	214.4020168
483	214.4016191
484	214.4012485
485	214.3980848
486	214.0625045
487	213.9614723
488	213.9612006
489	213.6448912
490	213.6446644
491	213.5929894
492	213.5431986
493	213.4159966
494	213.4159693
495	213.4132905
496	213.4008765
497	213.328567
498	213.3262141
499	213.3027473
500	213.2265146
501	213.1357249
502	213.0003457
503	212.9768157
504	212.9765609
505	212.9238409
506	212.9236224
507	212.7040106
508	212.6454359
509	212.583317
510	212.5831256
511	212.582925
512	212.3987584
513	212.1296773
514	212.0376868
515	211.9806558
516	211.7907773
517	211.6813826
518	211.5517145
519	211.5297274
520	211.5294984
521	211.4576396
522	211.2953497
523	211.2746752
524	211.2744734
525	211.1474466
526	211.0385725
527	211.0157788
528	211.0155768
529	211.0011481
530	210.7228147
531	210.6485923
532	210.6044457
533	210.5839795
534	210.3816116
535	210.3095264
536	210.2407719
537	210.2241421
538	210.2099357
539	210.1117643
540	210.0911209
541	210.0820345
542	210.0169244
543	209.8492168
544	209.8300623
545	209.7604207
546	209.7604207
547	209.7584066
548	209.5683178
549	209.4557362
550	209.4468166
551	209.3127922
552	209.2075951
553	209.1865752
554	209.1441956
555	209.0965338
556	209.0308386
557	208.8663847
558	208.7919479
559	208.7326932
560	208.7189145
561	208.7185524
562	208.5782901
563	208.5683759
564	208.4521119
565	208.3337457
566	208.2587836
567	208.2482307
568	208.2375656
569	208.1339759
570	208.0805412
571	208.072848
572	207.9521971
573	207.8820197
574	207.8287253
575	207.672493
576	207.6533057
577	207.6115372
578	207.4819409
579	207.4819409
580	207.4763179
581	207.4696578
582	207.3107524
583	207.3106122
584	207.3083312
585	207.159808
586	207.0700365
587	207.0629234
588	207.0574294
589	206.9862932
590	206.9058412
591	206.9057195
592	206.9008207
593	206.8190142
594	206.8135606
595	206.7670674
596	206.7207887
597	206.7167481
598	206.7130918
599	206.7088823
600	206.7058821
601	206.7031632
602	206.700388
603	206.6581456
604	206.6558387
605	206.5164839
606	206.4952371
607	206.4948711
608	206.4561068
609	206.454098
610	206.3020665
611	206.3002535
612	206.3001407
613	206.1622376
614	206.1605362
615	206.1166318
616	206.0117499
617	206.0095768
618	206.0081563
619	205.7597191
620	205.5975032
621	205.5252394
622	205.399752
623	205.3362623
624	205.297789
625	205.2582038
626	205.1949725
627	205.139204
628	205.0112022
629	204.9291237
630	204.9236008
631	204.8309286
632	204.7586971
633	204.7268837
634	204.6819711
635	204.5837995
636	204.5836005
637	204.5341464
638	204.4602651
639	204.4043909
640	204.4041255
641	204.4040022
642	204.2927486
643	204.1326708
644	204.0801731
645	204.0796698
646	204.0789481
647	204.0299321
648	203.9029922
649	203.7730346
650	203.7249057
651	203.5752437
652	203.5434453
653	203.5432168
654	203.486567
655	203.4185836
656	203.3604601
657	203.314283
658	203.2682765
659	203.2060664
660	203.2013074
661	202.9799891
662	202.7986839
663	202.6985293
664	202.6980513
665	202.565235
666	202.5563564
667	202.4102442
668	202.2968116
669	202.2410202
670	202.0667919
671	202.0664178
672	202.0321085
673	202.0281468
674	201.8994492
675	201.7514685
676	201.6043885
677	201.4512848
678	201.4320725
679	201.3357237
680	201.2231878
681	201.1277989
682	201.0778418
683	200.9794717
684	200.9764921
685	200.9084407
686	200.760328
687	200.5687649
688	200.5683011
689	200.5652381
690	200.4714308
691	200.4608064
692	200.4104896
693	200.378218
694	200.304613
695	200.2351718
696	200.1060475
697	200.0972922
698	199.9882652
699	199.9723334
700	199.8881858
701	199.883532
702	199.6862656
703	199.5343611
704	199.5278341
705	199.3914385
706	199.2973413
707	199.1099381
708	198.9747072
709	198.9741326
710	198.9736358
711	198.9731683
712	198.9516614
713	198.9385106
714	198.6772928
715	198.6028427
716	198.4497574
717	198.4445229
718	198.4441811
719	198.431739
720	198.3316071
721	198.307607
722	198.23381
723	198.204831
724	198.2001963
725	198.1999226
726	198.0648531
727	198.0646085
728	198.0643835
729	197.972279
730	197.9720734
731	197.8928631
732	197.8245542
733	197.7295546
734	197.6368136
735	197.5899756
736	197.455863
737	197.4556961
738	197.3387085
739	197.246953
740	197.1892905
741	197.088311
742	197.031084
743	197.030966
744	197.0308578
745	196.9365183
746	196.8341489
747	196.628442
748	196.6283434
749	196.5571006
750	196.4671206
751	196.3664605
752	196.3243737
753	196.2454562
754	196.2046965
755	196.2046175
756	196.1308988
757	195.9974589
758	195.9488444
759	195.9487158
760	195.9058368
761	195.9035022
762	195.7329596
763	195.7328606
764	195.7032043
765	195.7020457
766	195.6504655
767	195.5966919
768	195.5966919
769	195.595602
770	195.5955921
771	195.5955723
772	195.5387806
773	195.4844112
774	195.3520674
775	195.3475337
776	195.25782
777	195.2538797
778	195.1936725
779	195.0882527
780	195.026961
781	194.9681548
782	194.9681449
783	194.9459973
784	194.9190649
785	194.8954102
786	194.7084583
787	194.7045864
788	194.7011325
789	194.6291246
790	194.6010329
791	194.598344
792	194.5983341
793	194.5365393
794	194.5356825
795	194.5332717
796	194.5332518
797	194.4711772
798	194.4690247
799	194.4195595
800	194.4018056
801	194.4017856
802	194.4014467
803	194.2030924
804	194.2011564
805	194.2011165
806	194.1993202
807	194.192574
808	194.191097
809	194.1467618
810	194.1467119
811	194.0933205
812	194.0915631
813	194.0035663
814	193.9281814
815	193.9173383
816	193.8961902
817	193.8894434
818	193.8878442
819	193.8397104
820	193.6871228
821	193.6686013
822	193.5064148
823	193.2631455
824	193.2281156
825	193.1744603
826	192.9225755
827	192.9225454
828	192.8277136
829	192.7274756
830	192.6893511
831	192.6475172
832	192.5853581
833	192.5583169
834	192.4936423
835	192.4416956
836	192.440608
837	192.3971385
838	192.2558958
839	192.2144313
840	192.2144313
841	192.0880471
842	192.0676056
843	192.0218717
844	191.9834457
845	191.8958354
846	191.8660305
847	191.8660103
848	191.8242392
849	191.8071544
850	191.7723537
851	191.7189784
852	191.7189683
853	191.7023189
854	191.6166635
855	191.5178559
856	191.5023934
857	191.3919332
858	191.3510006
859	191.327077
860	191.2950661
861	191.2672954
862	191.2407671
863	191.1298414
864	191.047703
865	190.956842
866	190.8918278
867	190.8677756
868	190.7351953
869	190.7046603
870	190.6989795
871	190.6619233
872	190.65678
873	190.4758627
874	190.4712231
875	190.4608039
876	190.4283421
877	190.4241899
878	190.3758522
879	190.3506353
880	190.3225434
881	190.3187147
882	190.2600627
883	190.1665631
884	190.1665325
885	190.1180886
886	190.1146125
887	190.1133077
888	190.1101782
889	190.0604351
890	190.05758
891	189.9920133
892	189.9731315
893	189.8449388
894	189.8439894
895	189.8234696
896	189.8234696
897	189.7792067
898	189.746281
899	189.6712067
900	189.6685604
901	189.6661694
902	189.6099934
903	189.6099934
904	189.6056188
905	189.5671937
906	189.5650059
907	189.4515033
908	189.449529
909	189.3549741
910	189.3285054
911	189.3131506
912	189.3113284
913	189.3096905
914	189.3082061
915	189.2864406
916	189.2851096
917	189.2475717
918	189.2338695
919	189.2338797
920	189.23389
921	189.2163152
922	189.1738567
923	189.1738567
924	189.173826
925	189.1725761
926	189.1640013
927	189.1620855
928	189.162065
929	189.0514162
930	188.9716561
931	188.9407232
932	188.8880046
933	188.8879739
934	188.7475961
935	188.6008767
936	188.5320074
937	188.4408282
938	188.4331251
939	188.3197224
940	188.3185595
941	188.2704018
942	188.2369857
943	188.1805788
944	188.0084012
945	187.9811656
946	187.9531733
947	187.9521319
948	187.9225471
949	187.9150703
950	187.9139049
951	187.8747418
952	187.8737618
953	187.872885
954	187.8728644
955	187.8720598
956	187.8459805
957	187.8459805
958	187.8459702
959	187.8217859
960	187.8209192
961	187.8209088
962	187.8208882
963	187.8208676
964	187.8208779
965	187.7569454
966	187.5869617
967	187.5869617
968	187.5869721
969	187.5869617
970	187.5869617
971	187.5794405
972	187.5718777
973	187.519136
974	187.5191463
975	187.519136
976	187.5191463
977	187.4868781
978	187.4868781
979	187.355774
980	187.2989879
981	187.2989775
982	187.2108416
983	187.1964106
984	187.1755591
985	187.1740164
986	187.1548813
987	187.0436773
988	187.0278241
989	187.0145602
990	186.9925485
991	186.9925485
992	186.9149581
993	186.8819633
994	186.8805115
995	186.8553103
996	186.7986314
997	186.7647548
998	186.6580424
999	186.6580424
